[01Mar2026 13:39:58.532] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--username, j_shelfwood, --version, 1.21.1, --gameDir, C:/Users/Shelfwood/AppData/Roaming/PrismLauncher/instances/Craftoria/minecraft, --assetsDir, C:/Users/Shelfwood/AppData/Roaming/PrismLauncher/assets, --assetIndex, 17, --uuid, fc61f12b3c274924b58c1d78f62e51f5, --accessToken, ❄❄❄❄❄❄❄❄, --userType, msa, --versionType, release, --fml.neoForgeVersion, 21.1.215, --fml.fmlVersion, 4.0.42, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, --launchTarget, forgeclient, --width, 854, --height, 480]
[01Mar2026 13:39:58.535] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: JVM identified as Oracle Corporation Java HotSpot(TM) 64-Bit Server VM 21.0.10+8-LTS-jvmci-23.1-b84
[01Mar2026 13:39:58.538] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 11.0.5+main.901c6ea8 starting: java version 21.0.10 by Oracle Corporation; OS Windows 11 arch amd64 version 10.0
[01Mar2026 13:39:58.624] [main/WARN] [net.neoforged.fml.loading.FMLConfig/]: ****************************** Found dependency overrides ******************************
[01Mar2026 13:39:58.625] [main/WARN] [net.neoforged.fml.loading.FMLConfig/]: Dependency overrides for mod 'ars_unification': softening dependency constraints against 'jei'
[01Mar2026 13:39:58.626] [main/WARN] [net.neoforged.fml.loading.FMLConfig/]: ****************************************************************************************
[01Mar2026 13:39:59.510] [main/INFO] [net.neoforged.fml.loading.ImmediateWindowHandler/]: Loading ImmediateWindowProvider fmlearlywindow
[01Mar2026 13:39:59.583] [main/INFO] [EARLYDISPLAY/]: Trying GL version 4.6
[01Mar2026 13:39:59.725] [main/INFO] [EARLYDISPLAY/]: Requested GL version 4.6 got version 4.6
[01Mar2026 13:39:59.816] [main/INFO] [CrashAssistantJarInJarHelper/]: Launching CrashAssistantApp (CrashAssistant-neoforge-1.20.6-1.21.4-1.10.26.jar)
[01Mar2026 13:39:59.831] [main/WARN] [CrashAssistantJarInJarHelper/]: Closed old CrashAssistantApp process to prevent confusing the player with window containing information from old crash.
[01Mar2026 13:40:00.028] [pool-2-thread-1/INFO] [EARLYDISPLAY/]: GL info: NVIDIA GeForce RTX 3080 Laptop GPU/PCIe/SSE2 GL version 4.6.0 NVIDIA 591.86, NVIDIA Corporation
[01Mar2026 13:40:00.918] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "caelus-neoforge-7.0.1+1.21.1.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:00.921] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "CameraOverhaul-v2.0.6-neoforge+mc[1.21.0-1.21.1].jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:00.923] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "capejs-1.1.0-1.21.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:00.928] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "cataclysm_spellbooks-1.1.9-1.21.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:00.933] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "cc-tweaked-1.21.1-forge-1.116.2.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:00.936] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "CerbonsAPI-NeoForge-1.21-1.3.0.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:00.938] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "cfm_wap-1.21.1-neoforge-1.2.0.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:00.943] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "charginggadgets-1.14.1.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:00.947] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "charmofundying-neoforge-9.1.0+1.21.1.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:00.950] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "chat_heads-0.14.2-neoforge-1.21.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:00.953] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ChatImpressiveAnimation-neoforge-1.4.0+mc1.21.5.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:00.956] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "chattoggle-5.0.1+1.21-neoforge.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:00.959] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "cherishedworlds-neoforge-10.1.1+1.21.1.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:00.976] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "chipped-neoforge-1.21.1-4.0.2.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:00.984] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "chisel-neoforge-2.0.0+mc1.21.1.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:00.988] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "cleanswing-1.9.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:00.991] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "clienttweaks-neoforge-1.21.1-21.1.9.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:00.994] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "cloth-config-15.0.140-neoforge.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:00.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "Clumps-neoforge-1.21.1-19.0.0.1.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.005] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "CodeChickenLib-1.21.1-4.6.1.526.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.009] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "colorfulhearts-neoforge-1.21.1-10.5.9.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.012] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "colorwheel-neoforge-1.1.1+mc1.21.1.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.014] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "comforts-neoforge-9.0.4+1.21.1.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.017] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "common-networking-neoforge-1.0.21-1.21.1.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.019] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "commoncapabilities-1.21.1-neoforge-2.11.2-296.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.022] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "compactmachines-neoforge-7.0.68.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.026] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ConstructionSticks-1.21.1-1.2.3.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.028] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "Controlling-neoforge-1.21.1-19.0.5.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.031] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "cookingforblockheads-neoforge-1.21.1-21.1.17.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.034] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "Corgilib-NeoForge-1.21.1-5.0.0.7.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.037] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "craftingstation-neoforge-1.21.1-5.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.039] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "craftingtweaks-neoforge-1.21.1-21.1.6.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.043] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "craftoria_core-0.8.0.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.047] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "crashutilities-9.0.4.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.050] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "Create Encased-1.21.1-1.7.2-fix2.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.057] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "create-1.21.1-6.0.8.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.060] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "create-dragons-plus-1.8.5.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.062] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "create-enchantment-industry-2.2.5b.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.066] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "create_connected-1.1.10-mc1.21.1.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.070] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "create_pattern_schematics-2.0.10.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.073] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "createfiltersanywhere-2.2.0.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.078] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "createstockbridge-1.21.1-0.1.6.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.082] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "createultimine-1.21.1-neoforge-1.3.0.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.085] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "CreativeCore_NEOFORGE_v2.13.20_mc1.21.1.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.087] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "CreeperOverhaul-neoforge-1.21.1-4.0.6.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.090] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "cristellib-neoforge-1.21.1-3.0.2.1.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.092] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "cryonicconfig-neoforge-1.0.0+mc1.21.10.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.096] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "crystalix-2.3.0b.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.098] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "CTM-1.21-1.2.1+3.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.101] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "cupboard-1.21-2.9.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.103] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "curios-neoforge-9.5.1+1.21.1.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.106] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "curious_armor_stands-8.0.0.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.109] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "cursedearthreturns-1.21.1-neoforge-1.6.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.111] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "cyclopscore-1.21.1-neoforge-1.27.2-848.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.114] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "darkglint-neoforge-1.21-1.1.6.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.118] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "darkmodeeverywhere-1.21-1.3.5.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.122] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "deeperdarker-neoforge-1.21.1-1.3.5.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.125] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "desert_oasis-1.0.2-neoforge-1.21.1.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.128] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "desiredservers-neoforge-1.21.1-1.6.0.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.132] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "displaydelight-1.4.0.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.135] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "duckling-neoforge-1.21-5.0.1.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.138] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "dummmmmmy-1.21-2.0.11-neoforge.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.142] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "DumplingsDelightRewrapped-1.21.1-1.3.0.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.146] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "DungeonCrawl-NeoForge-1.21-2.3.15.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.149] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "DungeonsArise-1.21.1-2.1.68-release.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.152] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "DungeonsAriseSevenSeas-1.21.x-1.0.4-neoforge.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.155] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "elevatorid-neoforge-1.21.1-1.11.4.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.158] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "elytraslot-neoforge-9.0.2+1.21.1.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.161] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "embeddium-1.0.15+mc1.21.1.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.163] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "emi-1.1.22+1.21.1+neoforge.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.166] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "emi-letsdo-compat-2.0.1+1.21.1+neoforge.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.169] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "emi_enchanting-0.1.2+1.21+neoforge.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.173] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "emi_loot-0.7.8+1.21+neoforge.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.175] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "emi_ores-1.2+1.21.1+neoforge.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.178] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "emiffect-neoforge-2.1.5+mc1.21.1.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.181] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "EMIProfessions-neoforge-1.21.1-1.0.3.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.184] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "emotecraft-for-MC1.21.1-2.4.12-neoforge.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.187] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "enderdrives-neoforge-1.21.1-1.4.4.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
[01Mar2026 13:40:01.190] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "endermanoverhaul-neoforge-1.21.1-2.0.2.jar" [locator: {mods folder locator at C:\Users\Shelfwood\AppData\Roaming\PrismLauncher\instances\Craftoria\minecraft\mods}, reader: mod manifest]
